"","Date","region","total confirmed cases","new cases","interventions"
"608",2020-04-01,"ACT",84,4,NA
"609",2020-04-01,"NT",12,0,NA
"610",2020-04-01,"QLD",781,38,NA
"611",2020-04-01,"TAS",71,2,NA
"612",2020-04-01,"AUS",4857,303,NA
"613",2020-04-02,"NSW",2298,116,NA
"614",2020-04-02,"WA",392,0,NA
"615",2020-04-02,"VIC",1036,68,NA
"616",2020-04-02,"SA",385,18,NA
"617",2020-04-02,"ACT",84,0,NA
"618",2020-04-02,"NT",18,6,NA
"619",2020-04-02,"QLD",781,0,"A person must not leave their domicile except for essential needs and may receive up to 2 visitors."
"620",2020-04-02,"TAS",74,3,NA
"621",2020-04-02,"AUS",5068,211,NA
"622",2020-04-03,"NSW",2389,91,NA
"623",2020-04-03,"WA",400,8,NA
"624",2020-04-03,"VIC",1036,0,NA
"625",2020-04-03,"SA",385,0,NA
"626",2020-04-03,"ACT",88,4,NA
"627",2020-04-03,"NT",20,4,NA
"628",2020-04-03,"QLD",835,54,NA
"629",2020-04-03,"TAS",74,0,NA
"630",2020-04-03,"AUS",5227,159,NA
"631",2020-04-04,"NSW",2493,104,NA
"632",2020-04-04,"WA",436,36,NA
"633",2020-04-04,"VIC",1115,79,NA
"634",2020-04-04,"SA",407,22,NA
"635",2020-04-04,"ACT",93,5,NA
"636",2020-04-04,"NT",20,0,NA
"637",2020-04-04,"QLD",900,65,NA
"638",2020-04-04,"TAS",82,8,NA
"639",2020-04-04,"AUS",5546,319,NA
"640",2020-04-05,"NSW",2580,87,NA
"641",2020-04-05,"WA",453,7,"State borders are closed, border rules are strengthed and all arrivals are quarantined in city hotels for 14 days."
"642",2020-04-05,"VIC",1135,20,NA
"643",2020-04-05,"SA",409,2,NA
"644",2020-04-05,"ACT",96,3,NA
"645",2020-04-05,"NT",27,7,NA
"646",2020-04-05,"QLD",907,7,NA
"647",2020-04-05,"TAS",82,0,NA
"648",2020-04-05,"AUS",5689,143,NA
"649",2020-04-06,"NSW",2637,57,NA
"650",2020-04-06,"WA",460,7,NA
"651",2020-04-06,"VIC",1158,23,NA
"652",2020-04-06,"SA",411,2,NA
"653",2020-04-06,"ACT",96,0,NA
"654",2020-04-06,"NT",27,0,NA
"655",2020-04-06,"QLD",921,14,"Closure of Queensland waters to cruise ships."
"656",2020-04-06,"TAS",85,3,NA
"657",2020-04-06,"AUS",5795,106,NA
"658",2020-04-07,"NSW",2686,49,NA
"659",2020-04-07,"WA",470,10,NA
"660",2020-04-07,"VIC",1191,33,NA
"661",2020-04-07,"SA",415,4,NA
"662",2020-04-07,"ACT",97,1,NA
"663",2020-04-07,"NT",27,0,NA
"664",2020-04-07,"QLD",934,13,NA
"665",2020-04-07,"TAS",88,3,NA
"666",2020-04-07,"AUS",5908,113,NA
"667",2020-04-08,"NSW",2734,48,NA
"668",2020-04-08,"WA",481,11,NA
"669",2020-04-08,"VIC",1212,21,NA
"670",2020-04-08,"SA",420,5,NA
"671",2020-04-08,"ACT",99,2,NA
"672",2020-04-08,"NT",27,0,NA
"673",2020-04-08,"QLD",943,9,NA
"674",2020-04-08,"TAS",97,9,NA
"675",2020-04-08,"AUS",6013,105,NA
"676",2020-04-09,"NSW",2773,39,NA
"677",2020-04-09,"WA",495,14,NA
"678",2020-04-09,"VIC",1228,16,NA
"679",2020-04-09,"SA",421,1,NA
"680",2020-04-09,"ACT",99,0,NA
"681",2020-04-09,"NT",27,0,NA
"682",2020-04-09,"QLD",953,10,"Non-essential business/activities must not be operated unless conducted over the internet. Restaurants are takeaway or delivery only."
"683",2020-04-09,"TAS",111,14,NA
"684",2020-04-09,"AUS",6107,94,NA
"685",2020-04-10,"NSW",2822,49,NA
"686",2020-04-10,"WA",506,11,NA
"687",2020-04-10,"VIC",1241,13,NA
"688",2020-04-10,"SA",428,7,NA
"689",2020-04-10,"ACT",100,1,NA
"690",2020-04-10,"NT",27,0,NA
"691",2020-04-10,"QLD",965,12,NA
"692",2020-04-10,"TAS",122,11,NA
"693",2020-04-10,"AUS",6203,96,NA
"694",2020-04-11,"NSW",2857,35,NA
"695",2020-04-11,"WA",514,8,NA
"696",2020-04-11,"VIC",1265,24,NA
"697",2020-04-11,"SA",429,1,NA
"698",2020-04-11,"ACT",103,3,NA
"699",2020-04-11,"NT",27,0,NA
"700",2020-04-11,"QLD",974,9,"Stage 4 restrictions implemented."
"701",2020-04-11,"TAS",133,11,NA
"702",2020-04-11,"AUS",6292,89,NA
"703",2020-04-12,"NSW",2854,0,NA
"704",2020-04-12,"WA",517,3,NA
"705",2020-04-12,"VIC",1268,3,"State of emergency extended to 11/05/2020."
"706",2020-04-12,"SA",429,0,NA
"707",2020-04-12,"ACT",102,0,NA
"708",2020-04-12,"NT",27,0,NA
"709",2020-04-12,"QLD",983,9,NA
"710",2020-04-12,"TAS",144,11,"Business restrictions are put in place for 14 days."
"711",2020-04-12,"AUS",6324,32,NA
"712",2020-04-13,"NSW",2863,9,NA
"713",2020-04-13,"WA",523,6,NA
"714",2020-04-13,"VIC",1281,13,"Test criteria are eased to anyone having COVID-19 symptoms"
"715",2020-04-13,"SA",431,2,NA
"716",2020-04-13,"ACT",103,1,NA
"717",2020-04-13,"NT",27,0,NA
"718",2020-04-13,"QLD",987,4,NA
"719",2020-04-13,"TAS",150,6,NA
"720",2020-04-13,"AUS",6359,35,NA
"721",2020-04-14,"NSW",2870,7,NA
"722",2020-04-14,"WA",527,4,NA
"723",2020-04-14,"VIC",1291,10,NA
"724",2020-04-14,"SA",433,2,NA
"725",2020-04-14,"ACT",103,0,NA
"726",2020-04-14,"NT",27,0,NA
"727",2020-04-14,"QLD",998,11,NA
"728",2020-04-14,"TAS",151,1,NA
"729",2020-04-14,"AUS",6400,41,NA
"730",2020-04-15,"NSW",2886,16,NA
"731",2020-04-15,"WA",532,5,NA
"732",2020-04-15,"VIC",1299,8,NA
"733",2020-04-15,"SA",433,0,NA
"734",2020-04-15,"ACT",103,0,NA
"735",2020-04-15,"NT",27,0,NA
"736",2020-04-15,"QLD",999,1,NA
"737",2020-04-15,"TAS",168,17,NA
"738",2020-04-15,"AUS",6447,47,NA
"739",2020-04-16,"NSW",2897,11,NA
"740",2020-04-16,"WA",535,3,NA
"741",2020-04-16,"VIC",1301,2,NA
"742",2020-04-16,"SA",434,1,NA
"743",2020-04-16,"ACT",103,0,NA
"744",2020-04-16,"NT",27,0,NA
"745",2020-04-16,"QLD",1001,2,NA
"746",2020-04-16,"TAS",170,2,NA
"747",2020-04-16,"AUS",6468,21,NA
"748",2020-04-17,"NSW",2926,29,NA
"749",2020-04-17,"WA",541,6,NA
"750",2020-04-17,"VIC",1301,0,NA
"751",2020-04-17,"SA",435,1,NA
"752",2020-04-17,"ACT",103,0,NA
"753",2020-04-17,"NT",27,0,NA
"754",2020-04-17,"QLD",1007,6,NA
"755",2020-04-17,"TAS",180,10,NA
"756",2020-04-17,"AUS",6520,52,NA
"757",2020-04-18,"NSW",2936,10,NA
"758",2020-04-18,"WA",544,3,NA
"759",2020-04-18,"VIC",1319,18,NA
"760",2020-04-18,"SA",435,0,NA
"761",2020-04-18,"ACT",103,0,NA
"762",2020-04-18,"NT",27,0,NA
"763",2020-04-18,"QLD",1014,7,NA
"764",2020-04-18,"TAS",184,4,NA
"765",2020-04-18,"AUS",6563,43,NA
"766",2020-04-19,"NSW",2957,21,NA
"767",2020-04-19,"WA",545,1,NA
"768",2020-04-19,"VIC",1328,9,NA
"769",2020-04-19,"SA",435,0,NA
"770",2020-04-19,"ACT",103,0,NA
"771",2020-04-19,"NT",28,1,NA
"772",2020-04-19,"QLD",1019,5,NA
"773",2020-04-19,"TAS",192,8,NA
"774",2020-04-19,"AUS",6606,43,NA
"775",2020-04-20,"NSW",2969,12,NA
"776",2020-04-20,"WA",545,0,NA
"777",2020-04-20,"VIC",1329,1,NA
"778",2020-04-20,"SA",435,0,NA
"779",2020-04-20,"ACT",104,1,NA
"780",2020-04-20,"NT",27,0,NA
"781",2020-04-20,"QLD",1019,0,NA
"782",2020-04-20,"TAS",197,5,NA
"783",2020-04-20,"AUS",6625,19,NA
"784",2020-04-21,"NSW",2971,3,NA
"785",2020-04-21,"WA",546,1,NA
"786",2020-04-21,"VIC",1336,7,NA
"787",2020-04-21,"SA",437,2,NA
"788",2020-04-21,"ACT",104,0,NA
"789",2020-04-21,"NT",27,0,NA
"790",2020-04-21,"QLD",1024,5,NA
"791",2020-04-21,"TAS",202,5,NA
"792",2020-04-21,"AUS",6647,22,NA
"793",2020-04-22,"NSW",2971,0,NA
"794",2020-04-22,"WA",546,0,NA
"795",2020-04-22,"VIC",1336,0,NA
"796",2020-04-22,"SA",438,1,NA
"797",2020-04-22,"ACT",104,0,NA
"798",2020-04-22,"NT",27,0,NA
"799",2020-04-22,"QLD",1024,0,NA
"800",2020-04-22,"TAS",203,1,NA
"801",2020-04-22,"AUS",6649,2,NA
"802",2020-04-23,"NSW",2976,5,NA
"803",2020-04-23,"WA",546,0,NA
"804",2020-04-23,"VIC",1337,1,NA
"805",2020-04-23,"SA",438,0,NA
"806",2020-04-23,"ACT",104,0,NA
"807",2020-04-23,"NT",27,0,NA
"808",2020-04-23,"QLD",1026,2,NA
"809",2020-04-23,"TAS",207,4,NA
"810",2020-04-23,"AUS",6661,12,NA
"811",2020-04-24,"NSW",2994,18,NA
"812",2020-04-24,"WA",548,2,NA
"813",2020-04-24,"VIC",1343,6,NA
"814",2020-04-24,"SA",438,0,NA
"815",2020-04-24,"ACT",104,0,NA
"816",2020-04-24,"NT",27,0,NA
"817",2020-04-24,"QLD",1026,0,NA
"818",2020-04-24,"TAS",207,0,NA
"819",2020-04-24,"AUS",6687,26,NA
"820",2020-04-25,"NSW",3002,8,NA
"821",2020-04-25,"WA",549,1,NA
"822",2020-04-25,"VIC",1346,3,NA
"823",2020-04-25,"SA",438,0,NA
"824",2020-04-25,"ACT",105,1,NA
"825",2020-04-25,"NT",27,0,NA
"826",2020-04-25,"QLD",1027,1,NA
"827",2020-04-25,"TAS",207,0,NA
"828",2020-04-25,"AUS",6703,16,"Health Minister approves COVIDSafe and encourages public uptake"
"829",2020-04-26,"NSW",3004,2,NA
"830",2020-04-26,"WA",549,0,NA
"831",2020-04-26,"VIC",1349,3,NA
"832",2020-04-26,"SA",438,0,NA
"833",2020-04-26,"ACT",106,1,NA
"834",2020-04-26,"NT",27,0,NA
"835",2020-04-26,"QLD",1030,3,NA
"836",2020-04-26,"TAS",210,3,NA
"837",2020-04-26,"AUS",6713,10,NA
"838",2020-04-27,"NSW",3009,5,NA
"839",2020-04-27,"WA",549,0,NA
"840",2020-04-27,"VIC",1349,0,NA
"841",2020-04-27,"SA",438,0,NA
"842",2020-04-27,"ACT",106,0,NA
"843",2020-04-27,"NT",27,0,NA
"844",2020-04-27,"QLD",1033,3,NA
"845",2020-04-27,"TAS",214,4,NA
"846",2020-04-27,"AUS",6725,12,NA
"847",2020-04-28,"NSW",3009,0,NA
"848",2020-04-28,"WA",550,1,NA
"849",2020-04-28,"VIC",1351,2,NA
"850",2020-04-28,"SA",438,0,NA
"851",2020-04-28,"ACT",106,0,NA
"852",2020-04-28,"NT",27,0,NA
"853",2020-04-28,"QLD",1033,0,NA
"854",2020-04-28,"TAS",217,3,NA
"855",2020-04-28,"AUS",6731,6,NA
"856",2020-04-29,"NSW",NA,NA,NA
"857",2020-04-29,"WA",NA,NA,NA
"858",2020-04-29,"VIC",NA,NA,NA
"859",2020-04-29,"SA",NA,NA,NA
"860",2020-04-29,"ACT",NA,NA,NA
"861",2020-04-29,"NT",NA,NA,NA
"862",2020-04-29,"QLD",NA,NA,NA
"863",2020-04-29,"TAS",NA,NA,NA
"864",2020-04-29,"AUS",NA,NA,NA
"865",2020-04-30,"NSW",NA,NA,NA
"866",2020-04-30,"WA",NA,NA,NA
"867",2020-04-30,"VIC",NA,NA,NA
"868",2020-04-30,"SA",NA,NA,NA
"869",2020-04-30,"ACT",NA,NA,NA
"870",2020-04-30,"NT",NA,NA,NA
"871",2020-04-30,"QLD",NA,NA,NA
"872",2020-04-30,"TAS",NA,NA,NA
"873",2020-04-30,"AUS",NA,NA,NA
"874",2020-05-01,"NSW",NA,NA,NA
"875",2020-05-01,"WA",NA,NA,NA
"876",2020-05-01,"VIC",NA,NA,NA
"877",2020-05-01,"SA",NA,NA,NA
"878",2020-05-01,"ACT",NA,NA,NA
"879",2020-05-01,"NT",NA,NA,NA
"880",2020-05-01,"QLD",NA,NA,NA
"881",2020-05-01,"TAS",NA,NA,NA
"882",2020-05-01,"AUS",NA,NA,NA
"883",2020-05-02,"NSW",NA,NA,NA
"884",2020-05-02,"WA",NA,NA,NA
"885",2020-05-02,"VIC",NA,NA,NA
"886",2020-05-02,"SA",NA,NA,NA
"887",2020-05-02,"ACT",NA,NA,NA
"888",2020-05-02,"NT",NA,NA,NA
"889",2020-05-02,"QLD",NA,NA,NA
"890",2020-05-02,"TAS",NA,NA,NA
"891",2020-05-02,"AUS",NA,NA,NA
